flux-corrected-1  | 2026-08-07T13:29:01.519582734Z Picked up JAVA_TOOL_OPTIONS: -Xms512m -Xmx2g -XX:+UseG1GC
flux-corrected-1  | 2026-08-07T13:29:34.930918984Z 2026-08-07 22:29:34.930  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u158-f8 method=POST path=/game/face status=504 signal=onComplete latencyMs=10003
flux-corrected-1  | 2026-08-07T13:29:34.930922577Z 2026-08-07 22:29:34.930  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u17-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4505
flux-corrected-1  | 2026-08-07T13:29:34.938498707Z 2026-08-07 22:29:34.938  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u91-f8 method=POST path=/game/face status=504 signal=onComplete latencyMs=10008
flux-corrected-1  | 2026-08-07T13:29:34.938902288Z 2026-08-07 22:29:34.938  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u131-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4682
flux-corrected-1  | 2026-08-07T13:29:34.938923336Z 2026-08-07 22:29:34.938  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u172-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4494
flux-corrected-1  | 2026-08-07T13:29:34.941234423Z 2026-08-07 22:29:34.940  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u126-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4887
flux-corrected-1  | 2026-08-07T13:29:34.941266954Z 2026-08-07 22:29:34.941  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u193-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4609
flux-corrected-1  | 2026-08-07T13:29:34.943884676Z 2026-08-07 22:29:34.943  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u174-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4497
flux-corrected-1  | 2026-08-07T13:29:34.944039855Z 2026-08-07 22:29:34.943  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u198-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4692
flux-corrected-1  | 2026-08-07T13:29:34.944410551Z 2026-08-07 22:29:34.944  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u197-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4686
flux-corrected-1  | 2026-08-07T13:29:34.944947329Z 2026-08-07 22:29:34.944  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u99-f8 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:34.945871386Z 2026-08-07 22:29:34.945  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u8-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:34.948940593Z 2026-08-07 22:29:34.948  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u16-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:34.952441683Z 2026-08-07 22:29:34.952  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u34-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:34.955455680Z 2026-08-07 22:29:34.954  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u42-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:35.043726358Z 2026-08-07 22:29:35.043  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u120-f8 method=POST path=/game/face status=504 signal=onComplete latencyMs=10019
flux-corrected-1  | 2026-08-07T13:29:35.074975720Z 2026-08-07 22:29:35.074  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u79-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4446
flux-corrected-1  | 2026-08-07T13:29:35.077402316Z 2026-08-07 22:29:35.077  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u98-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5112
flux-corrected-1  | 2026-08-07T13:29:35.077691925Z 2026-08-07 22:29:35.077  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u18-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4699
flux-corrected-1  | 2026-08-07T13:29:35.127717399Z 2026-08-07 22:29:35.125  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u194-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4748
flux-corrected-1  | 2026-08-07T13:29:35.130792668Z 2026-08-07 22:29:35.126  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u159-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4174
flux-corrected-1  | 2026-08-07T13:29:35.130822396Z 2026-08-07 22:29:35.127  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u5-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4542
flux-corrected-1  | 2026-08-07T13:29:35.130825605Z 2026-08-07 22:29:35.128  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u120-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5154
flux-corrected-1  | 2026-08-07T13:29:35.134492678Z 2026-08-07 22:29:35.133  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u6-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4506
flux-corrected-1  | 2026-08-07T13:29:35.134528208Z 2026-08-07 22:29:35.133  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u4-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4871
flux-corrected-1  | 2026-08-07T13:29:35.134531388Z 2026-08-07 22:29:35.133  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u175-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4103
flux-corrected-1  | 2026-08-07T13:29:35.134533590Z 2026-08-07 22:29:35.134  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u112-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5162
flux-corrected-1  | 2026-08-07T13:29:35.134535533Z 2026-08-07 22:29:35.134  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u54-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4510
flux-corrected-1  | 2026-08-07T13:29:35.144046365Z 2026-08-07 22:29:35.143  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u177-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4886
flux-corrected-1  | 2026-08-07T13:29:35.144672473Z 2026-08-07 22:29:35.144  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u62-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4560
flux-corrected-1  | 2026-08-07T13:29:35.145291319Z 2026-08-07 22:29:35.144  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u39-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.145304387Z 2026-08-07 22:29:35.145  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u157-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4192
flux-corrected-1  | 2026-08-07T13:29:35.145322237Z 2026-08-07 22:29:35.145  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u43-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.145536645Z 2026-08-07 22:29:35.145  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u51-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10000
flux-corrected-1  | 2026-08-07T13:29:35.145881084Z 2026-08-07 22:29:35.145  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u196-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4884
flux-corrected-1  | 2026-08-07T13:29:35.146478352Z 2026-08-07 22:29:35.146  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u19-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4763
flux-corrected-1  | 2026-08-07T13:29:35.146541337Z 2026-08-07 22:29:35.146  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u22-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4716
flux-corrected-1  | 2026-08-07T13:29:35.146963412Z 2026-08-07 22:29:35.146  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u112-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4122
flux-corrected-1  | 2026-08-07T13:29:35.149300672Z 2026-08-07 22:29:35.148  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u59-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.150944808Z 2026-08-07 22:29:35.150  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u63-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:35.226346668Z 2026-08-07 22:29:35.225  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u71-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.228850375Z 2026-08-07 22:29:35.228  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u142-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:35.230207880Z 2026-08-07 22:29:35.229  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u150-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.232931562Z 2026-08-07 22:29:35.232  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u158-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.233733937Z 2026-08-07 22:29:35.233  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u162-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.248319773Z 2026-08-07 22:29:35.247  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u22-f10 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.252143447Z 2026-08-07 22:29:35.251  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u23-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.266243448Z 2026-08-07 22:29:35.265  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u113-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4237
flux-corrected-1  | 2026-08-07T13:29:35.278367687Z 2026-08-07 22:29:35.278  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u136-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4234
flux-corrected-1  | 2026-08-07T13:29:35.279356360Z 2026-08-07 22:29:35.279  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u153-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4846
flux-corrected-1  | 2026-08-07T13:29:35.283350037Z 2026-08-07 22:29:35.282  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u168-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4843
flux-corrected-1  | 2026-08-07T13:29:35.284082491Z 2026-08-07 22:29:35.283  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u171-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4256
flux-corrected-1  | 2026-08-07T13:29:35.329865244Z 2026-08-07 22:29:35.329  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u127-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10003
flux-corrected-1  | 2026-08-07T13:29:35.329902899Z 2026-08-07 22:29:35.329  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u143-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=4895
flux-corrected-1  | 2026-08-07T13:29:35.329908784Z 2026-08-07 22:29:35.329  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u135-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.341794013Z 2026-08-07 22:29:35.341  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u68-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4709
flux-corrected-1  | 2026-08-07T13:29:35.344061643Z 2026-08-07 22:29:35.343  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u179-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4303
flux-corrected-1  | 2026-08-07T13:29:35.344139975Z 2026-08-07 22:29:35.343  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u88-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5392
flux-corrected-1  | 2026-08-07T13:29:35.345036936Z 2026-08-07 22:29:35.344  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u94-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5392
flux-corrected-1  | 2026-08-07T13:29:35.346043424Z 2026-08-07 22:29:35.345  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u176-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.346846325Z 2026-08-07 22:29:35.346  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u137-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4518
flux-corrected-1  | 2026-08-07T13:29:35.346914128Z 2026-08-07 22:29:35.346  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u114-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5393
flux-corrected-1  | 2026-08-07T13:29:35.347838541Z 2026-08-07 22:29:35.347  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u14-f10 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.347975320Z 2026-08-07 22:29:35.347  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u180-f9 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:35.348126082Z 2026-08-07 22:29:35.347  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u10-f10 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:35.349386713Z 2026-08-07 22:29:35.349  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u18-f10 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:35.429260100Z 2026-08-07 22:29:35.428  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u115-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5473
flux-corrected-1  | 2026-08-07T13:29:35.429306330Z 2026-08-07 22:29:35.429  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u106-f16 method=POST path=/game/face status=503 signal=onComplete latencyMs=5479
flux-corrected-1  | 2026-08-07T13:29:35.429716806Z 2026-08-07 22:29:35.429  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u77-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4798
flux-corrected-1  | 2026-08-07T13:29:35.431677771Z 2026-08-07 22:29:35.431  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u105-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4703
flux-corrected-1  | 2026-08-07T13:29:35.431712873Z 2026-08-07 22:29:35.431  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u66-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.431717094Z 2026-08-07 22:29:35.431  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u109-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4791
flux-corrected-1  | 2026-08-07T13:29:35.433581911Z 2026-08-07 22:29:35.433  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u68-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10002
flux-corrected-1  | 2026-08-07T13:29:35.434155143Z 2026-08-07 22:29:35.433  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u76-f11 method=POST path=/game/face status=504 signal=onComplete latencyMs=10001
flux-corrected-1  | 2026-08-07T13:29:35.441427728Z 2026-08-07 22:29:35.440  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u71-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4807
flux-corrected-1  | 2026-08-07T13:29:35.443584360Z 2026-08-07 22:29:35.443  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u89-f17 method=POST path=/game/face status=503 signal=onComplete latencyMs=4502
